test_id,test_name,backend,fmt,quant,kv_cache,prompt_type,run_num,ttft_ms,decode_tps,prefill_tps,completion_tokens,prompt_tokens,total_time_s,model_load_s,thinking_tokens,visible_tokens,cold_ttft_ms,peak_mem_mb,peak_cpu_pct,backend_version,tool_call_valid,quality_pass
MLXLM_gemma4-e2b-4bit,Gemma4-E2B 4bit mlx-lm,mlx-lm-0.31.2,MLX,4bit,default,context-64k,1,266.3,88.8,239718.4,512,63837,6.0,0,0,512,18136.8,3033.2,0,0.31.2,,
MLXLM_gemma4-e2b-4bit,Gemma4-E2B 4bit mlx-lm,mlx-lm-0.31.2,MLX,4bit,default,context-64k,2,241.0,88.8,264883.8,512,63837,6.0,0,0,512,18136.8,3034.9,0,0.31.2,,
MLXLM_gemma4-e2b-4bit,Gemma4-E2B 4bit mlx-lm,mlx-lm-0.31.2,MLX,4bit,default,context-64k,3,239.8,88.6,266209.3,512,63837,6.0,0,0,512,18136.8,3039.4,0,0.31.2,,
MLXLM_gemma4-e2b-4bit,Gemma4-E2B 4bit mlx-lm,mlx-lm-0.31.2,MLX,4bit,default,context-128k,1,380.2,63.6,336249.3,512,127842,8.4,0,0,512,55666.9,3097.1,0,0.31.2,,
MLXLM_gemma4-e2b-4bit,Gemma4-E2B 4bit mlx-lm,mlx-lm-0.31.2,MLX,4bit,default,context-128k,2,338.6,63.4,377560.5,512,127842,8.4,0,0,512,55666.9,3100.7,0,0.31.2,,
MLXLM_gemma4-e2b-4bit,Gemma4-E2B 4bit mlx-lm,mlx-lm-0.31.2,MLX,4bit,default,context-128k,3,350.0,63.7,365262.9,512,127842,8.4,0,0,512,55666.9,3106.5,0,0.31.2,,
MLXLM_qwen3-coder-next-4bit,Qwen3-Coder-Next 4bit mlx-lm,mlx-lm-0.31.2,MLX,4bit,default,context-32k,1,493.6,50.3,64493.5,434,31834,9.1,0,0,434,80366.3,1463.9,0,0.31.2,,
MLXLM_qwen3-coder-next-4bit,Qwen3-Coder-Next 4bit mlx-lm,mlx-lm-0.31.2,MLX,4bit,default,context-32k,2,216.3,49.4,147175.2,434,31834,9.0,0,0,434,80366.3,1416.6,0,0.31.2,,
MLXLM_qwen3-coder-next-4bit,Qwen3-Coder-Next 4bit mlx-lm,mlx-lm-0.31.2,MLX,4bit,default,context-32k,3,240.2,49.3,132531.2,434,31834,9.0,0,0,434,80366.3,1417.0,0,0.31.2,,
OMLX_qwen3-coder_default,Qwen3-Coder-Next 4bit oMLX default,omlx-0.3.4,MLX,4bit,default,context-32k,1,35082.7,49.9,907.4,506,31834,45.2,0,0,506,77527.2,6.0,0,0.3.4,,
OMLX_qwen3-coder_default,Qwen3-Coder-Next 4bit oMLX default,omlx-0.3.4,MLX,4bit,default,context-32k,2,35063.0,49.7,907.9,506,31834,45.2,0,0,506,77527.2,6.0,0,0.3.4,,
OMLX_qwen3-coder_default,Qwen3-Coder-Next 4bit oMLX default,omlx-0.3.4,MLX,4bit,default,context-32k,3,35371.5,50.0,900.0,506,31834,45.5,0,0,506,77527.2,6.0,0,0.3.4,,
OMLX_qwen3-coder_tq4bit,Qwen3-Coder-Next 4bit oMLX tq4bit,omlx-0.3.4,MLX,4bit,tq4bit,context-32k,1,36133.1,49.9,881.0,506,31834,46.3,0,0,506,35179.0,6.0,0,0.3.4,,
OMLX_qwen3-coder_tq4bit,Qwen3-Coder-Next 4bit oMLX tq4bit,omlx-0.3.4,MLX,4bit,tq4bit,context-32k,2,36342.5,50.2,875.9,506,31834,46.4,0,0,506,35179.0,6.0,0,0.3.4,,
OMLX_qwen3-coder_tq4bit,Qwen3-Coder-Next 4bit oMLX tq4bit,omlx-0.3.4,MLX,4bit,tq4bit,context-32k,3,36005.7,50.1,884.1,506,31834,46.1,0,0,506,35179.0,6.0,0,0.3.4,,
