test_id,test_name,backend,fmt,quant,kv_cache,prompt_type,run_num,ttft_ms,decode_tps,prefill_tps,completion_tokens,prompt_tokens,total_time_s,model_load_s,thinking_tokens,visible_tokens,cold_ttft_ms,peak_mem_mb,peak_cpu_pct,tool_call_valid,quality_pass
OMLX_gemma4-e4b_default,Gemma4-E4B 4bit oMLX default,omlx-0.3.4,MLX,4bit,default,context-32k,3,19932.1,46.7,1597.1,512,31834,30.9,0,0,512,23591.1,6.0,0,,
OMLX_gemma4-e4b_default,Gemma4-E4B 4bit oMLX default,omlx-0.3.4,MLX,4bit,default,context-64k,1,46896.9,36.4,1361.2,512,63837,60.9,0,0,512,47005.5,6.0,0,,
OMLX_gemma4-e4b_default,Gemma4-E4B 4bit oMLX default,omlx-0.3.4,MLX,4bit,default,context-64k,2,47259.9,36.5,1350.8,512,63837,61.2,0,0,512,47005.5,6.0,0,,
OMLX_gemma4-e4b_default,Gemma4-E4B 4bit oMLX default,omlx-0.3.4,MLX,4bit,default,context-64k,3,46714.0,35.0,1366.5,512,63837,61.3,0,0,512,47005.5,6.0,0,,
OMLX_gemma4-e2b_default,Gemma4-E2B 4bit oMLX default,omlx-0.3.4,MLX,4bit,default,context-32k,1,7170.8,74.7,4439.4,512,31834,14.0,0,0,512,11247.7,6.0,0,,
OMLX_gemma4-e2b_default,Gemma4-E2B 4bit oMLX default,omlx-0.3.4,MLX,4bit,default,context-32k,2,7143.0,74.7,4456.7,512,31834,14.0,0,0,512,11247.7,6.0,0,,
OMLX_gemma4-e2b_default,Gemma4-E2B 4bit oMLX default,omlx-0.3.4,MLX,4bit,default,context-32k,3,7148.2,74.4,4453.4,512,31834,14.0,0,0,512,11247.7,6.0,0,,
OMLX_gemma4-e2b_default,Gemma4-E2B 4bit oMLX default,omlx-0.3.4,MLX,4bit,default,context-64k,1,18805.2,63.1,3394.6,512,63837,26.9,0,0,512,18919.0,6.0,0,,
OMLX_gemma4-e2b_default,Gemma4-E2B 4bit oMLX default,omlx-0.3.4,MLX,4bit,default,context-64k,2,19065.8,63.3,3348.2,512,63837,27.1,0,0,512,18919.0,6.0,0,,
OMLX_gemma4-e2b_default,Gemma4-E2B 4bit oMLX default,omlx-0.3.4,MLX,4bit,default,context-64k,3,18815.0,64.2,3392.9,512,63837,26.8,0,0,512,18919.0,6.0,0,,
OMLX_qwen35_default,Qwen3.5-35B-A3B 4bit oMLX default,omlx-0.3.4,MLX,4bit,default,context-32k,1,29629.8,52.3,1074.4,512,31834,39.4,0,0,512,46164.6,5.9,0,,
OMLX_qwen35_default,Qwen3.5-35B-A3B 4bit oMLX default,omlx-0.3.4,MLX,4bit,default,context-32k,2,29321.4,53.2,1085.7,512,31834,38.9,0,0,512,46164.6,5.9,0,,
OMLX_qwen35_default,Qwen3.5-35B-A3B 4bit oMLX default,omlx-0.3.4,MLX,4bit,default,context-32k,3,29838.9,50.8,1066.9,512,31834,39.9,0,0,512,46164.6,5.9,0,,
OMLX_qwen35_default,Qwen3.5-35B-A3B 4bit oMLX default,omlx-0.3.4,MLX,4bit,default,context-64k,1,79685.9,44.1,801.1,512,63837,91.3,0,0,512,78039.6,5.9,0,,
OMLX_qwen35_default,Qwen3.5-35B-A3B 4bit oMLX default,omlx-0.3.4,MLX,4bit,default,context-64k,2,78372.1,44.2,814.5,512,63837,89.9,0,0,512,78039.6,5.9,0,,
OMLX_qwen35_default,Qwen3.5-35B-A3B 4bit oMLX default,omlx-0.3.4,MLX,4bit,default,context-64k,3,77607.8,45.7,822.6,512,63837,88.8,0,0,512,78039.6,5.9,0,,
OMLX_gemma4-26b_tq4bit,Gemma4-26B-A4B 4bit oMLX tq4bit,omlx-0.3.4,MLX,4bit,tq4bit,context-32k,1,35831.0,49.5,888.4,512,31834,46.2,0,0,512,40815.9,15779.0,0,,
OMLX_gemma4-26b_tq4bit,Gemma4-26B-A4B 4bit oMLX tq4bit,omlx-0.3.4,MLX,4bit,tq4bit,context-32k,2,36083.5,49.3,882.2,512,31834,46.4,0,0,512,40815.9,15779.0,0,,
OMLX_gemma4-26b_tq4bit,Gemma4-26B-A4B 4bit oMLX tq4bit,omlx-0.3.4,MLX,4bit,tq4bit,context-32k,3,36248.2,49.4,878.2,512,31834,46.6,0,0,512,40815.9,15779.1,0,,
OMLX_gemma4-26b_tq4bit,Gemma4-26B-A4B 4bit oMLX tq4bit,omlx-0.3.4,MLX,4bit,tq4bit,context-64k,1,90872.5,40.1,702.5,512,63837,103.6,0,0,512,89921.5,15793.2,0,,
OMLX_gemma4-26b_tq4bit,Gemma4-26B-A4B 4bit oMLX tq4bit,omlx-0.3.4,MLX,4bit,tq4bit,context-64k,2,89803.1,40.7,710.9,512,63837,102.4,0,0,512,89921.5,15793.2,0,,
OMLX_gemma4-26b_tq4bit,Gemma4-26B-A4B 4bit oMLX tq4bit,omlx-0.3.4,MLX,4bit,tq4bit,context-64k,3,90229.5,40.9,707.5,512,63837,102.7,0,0,512,89921.5,15793.2,0,,
OMLX_gemma4-e4b_tq4bit,Gemma4-E4B 4bit oMLX tq4bit,omlx-0.3.4,MLX,4bit,tq4bit,context-32k,1,19957.8,46.4,1595.1,512,31834,31.0,0,0,512,23626.8,21452.3,0,,
OMLX_gemma4-e4b_tq4bit,Gemma4-E4B 4bit oMLX tq4bit,omlx-0.3.4,MLX,4bit,tq4bit,context-32k,2,20032.0,46.2,1589.2,512,31834,31.1,0,0,512,23626.8,21452.3,0,,
OMLX_gemma4-e4b_tq4bit,Gemma4-E4B 4bit oMLX tq4bit,omlx-0.3.4,MLX,4bit,tq4bit,context-32k,3,20053.8,46.4,1587.4,512,31834,31.1,0,0,512,23626.8,21452.3,0,,
OMLX_gemma4-e4b_tq4bit,Gemma4-E4B 4bit oMLX tq4bit,omlx-0.3.4,MLX,4bit,tq4bit,context-64k,1,46030.8,37.0,1386.8,512,63837,59.8,0,0,512,46217.2,21471.4,0,,
OMLX_gemma4-e4b_tq4bit,Gemma4-E4B 4bit oMLX tq4bit,omlx-0.3.4,MLX,4bit,tq4bit,context-64k,2,46017.8,36.9,1387.2,512,63837,59.9,0,0,512,46217.2,21471.4,0,,
OMLX_gemma4-e4b_tq4bit,Gemma4-E4B 4bit oMLX tq4bit,omlx-0.3.4,MLX,4bit,tq4bit,context-64k,3,46012.7,36.9,1387.4,512,63837,59.9,0,0,512,46217.2,21471.4,0,,
OMLX_gemma4-e2b_tq4bit,Gemma4-E2B 4bit oMLX tq4bit,omlx-0.3.4,MLX,4bit,tq4bit,context-32k,1,7063.2,76.6,4507.0,512,31834,13.7,0,0,512,10642.0,25393.6,0,,
OMLX_gemma4-e2b_tq4bit,Gemma4-E2B 4bit oMLX tq4bit,omlx-0.3.4,MLX,4bit,tq4bit,context-32k,2,7059.8,76.1,4509.2,512,31834,13.8,0,0,512,10642.0,25393.6,0,,
OMLX_gemma4-e2b_tq4bit,Gemma4-E2B 4bit oMLX tq4bit,omlx-0.3.4,MLX,4bit,tq4bit,context-32k,3,7044.8,76.1,4518.8,512,31834,13.8,0,0,512,10642.0,25393.6,0,,
OMLX_gemma4-e2b_tq4bit,Gemma4-E2B 4bit oMLX tq4bit,omlx-0.3.4,MLX,4bit,tq4bit,context-64k,1,18294.8,65.1,3489.4,512,63837,26.1,0,0,512,18315.6,25399.3,0,,
OMLX_gemma4-e2b_tq4bit,Gemma4-E2B 4bit oMLX tq4bit,omlx-0.3.4,MLX,4bit,tq4bit,context-64k,2,18318.9,65.4,3484.8,512,63837,26.1,0,0,512,18315.6,25399.3,0,,
OMLX_gemma4-e2b_tq4bit,Gemma4-E2B 4bit oMLX tq4bit,omlx-0.3.4,MLX,4bit,tq4bit,context-64k,3,18303.9,65.2,3487.6,512,63837,26.1,0,0,512,18315.6,25399.7,0,,
OMLX_qwen35_tq4bit,Qwen3.5-35B-A3B 4bit oMLX tq4bit,omlx-0.3.4,MLX,4bit,tq4bit,context-32k,1,29249.4,54.0,1088.4,512,31834,38.7,0,0,512,43396.8,10623.9,0,,
OMLX_qwen35_tq4bit,Qwen3.5-35B-A3B 4bit oMLX tq4bit,omlx-0.3.4,MLX,4bit,tq4bit,context-32k,2,29283.9,53.5,1087.1,512,31834,38.8,0,0,512,43396.8,10623.2,0,,
OMLX_qwen35_tq4bit,Qwen3.5-35B-A3B 4bit oMLX tq4bit,omlx-0.3.4,MLX,4bit,tq4bit,context-32k,3,29968.8,53.4,1062.2,512,31834,39.5,0,0,512,43396.8,10620.3,0,,
OMLX_qwen35_tq4bit,Qwen3.5-35B-A3B 4bit oMLX tq4bit,omlx-0.3.4,MLX,4bit,tq4bit,context-64k,1,77961.3,44.9,818.8,512,63837,89.3,0,0,512,77451.2,10616.7,0,,
OMLX_qwen35_tq4bit,Qwen3.5-35B-A3B 4bit oMLX tq4bit,omlx-0.3.4,MLX,4bit,tq4bit,context-64k,2,77299.6,45.2,825.8,512,63837,88.6,0,0,512,77451.2,10616.8,0,,
OMLX_qwen35_tq4bit,Qwen3.5-35B-A3B 4bit oMLX tq4bit,omlx-0.3.4,MLX,4bit,tq4bit,context-64k,3,77111.5,45.8,827.9,512,63837,88.3,0,0,512,77451.2,10617.4,0,,
LLAMA_qwen3-coder-next-gguf_default,Coder llama.cpp Q4_K_M default,llama-server,GGUF,Q4_K_M,default,context-32k,1,160.2,44.1,198714.1,512,31834,11.7,0,0,512,54061.5,8095.3,0,,
LLAMA_qwen3-coder-next-gguf_default,Coder llama.cpp Q4_K_M default,llama-server,GGUF,Q4_K_M,default,context-32k,2,162.6,43.9,195781.1,512,31834,11.8,0,0,512,54061.5,8096.3,0,,
LLAMA_qwen3-coder-next-gguf_default,Coder llama.cpp Q4_K_M default,llama-server,GGUF,Q4_K_M,default,context-32k,3,157.7,44.3,201864.3,512,31834,11.7,0,0,512,54061.5,8095.2,0,,
LLAMA_qwen3-coder-next-gguf_clear-idle,Coder llama.cpp Q4_K_M clear-idle,llama-server,GGUF,Q4_K_M,clear-idle,context-32k,1,159.8,42.6,199211.5,512,31834,12.2,0,0,512,50790.1,34589.8,0,,
LLAMA_qwen3-coder-next-gguf_clear-idle,Coder llama.cpp Q4_K_M clear-idle,llama-server,GGUF,Q4_K_M,clear-idle,context-32k,2,156.7,42.5,203152.5,512,31834,12.2,0,0,512,50790.1,34674.9,0,,
LLAMA_qwen3-coder-next-gguf_clear-idle,Coder llama.cpp Q4_K_M clear-idle,llama-server,GGUF,Q4_K_M,clear-idle,context-32k,3,155.4,42.3,204852.0,512,31834,12.2,0,0,512,50790.1,34590.0,0,,
