test_id,test_name,backend,fmt,quant,kv_cache,prompt_type,run_num,ttft_ms,decode_tps,prefill_tps,completion_tokens,prompt_tokens,total_time_s,model_load_s,thinking_tokens,visible_tokens,cold_ttft_ms,peak_mem_mb,peak_cpu_pct,backend_version,tool_call_valid,quality_pass
A_Q4_4,Qwen3.5 4bit mlx-vlm kv2,mlx-vlm,MLX,4bit,kv2,short,2,126.3,44.9,182.1,183,23,4.18,12.3,0,148,2592.2,4260.8,0.0,0.4.3,,
A_Q4_4,Qwen3.5 4bit mlx-vlm kv2,mlx-vlm,MLX,4bit,kv2,short,3,124.3,43.7,185.0,183,23,4.29,12.3,0,148,2592.2,4260.8,0.0,0.4.3,,
A_Q4_4,Qwen3.5 4bit mlx-vlm kv2,mlx-vlm,MLX,4bit,kv2,code,1,1010.5,41.1,743.2,283,751,7.87,12.3,0,269,1144.6,4000.9,0.0,0.4.3,,
A_Q4_4,Qwen3.5 4bit mlx-vlm kv2,mlx-vlm,MLX,4bit,kv2,code,2,943.9,43.0,795.6,283,751,7.5,12.3,0,269,1144.6,4001.2,0.0,0.4.3,,
A_Q4_4,Qwen3.5 4bit mlx-vlm kv2,mlx-vlm,MLX,4bit,kv2,code,3,885.6,42.9,848.0,283,751,7.46,12.3,0,269,1144.6,4001.5,0.0,0.4.3,,
A_Q4_5,Qwen3.5 Q4_K_M Ollama,ollama,GGUF,Q4_K_M,default,short,1,327.2,36.6,200.3,387,32,11.66,11.5,0,206,319.9,31071.0,0.0,0.19.0,,
A_Q4_5,Qwen3.5 Q4_K_M Ollama,ollama,GGUF,Q4_K_M,default,short,2,255.1,37.0,206.8,387,32,10.86,11.5,0,206,319.9,31168.3,0.0,0.19.0,,
A_Q4_5,Qwen3.5 Q4_K_M Ollama,ollama,GGUF,Q4_K_M,default,short,3,251.3,36.5,208.2,387,32,11.36,11.5,0,206,319.9,31168.3,0.0,0.19.0,,
A_Q4_5,Qwen3.5 Q4_K_M Ollama,ollama,GGUF,Q4_K_M,default,code,1,549.7,36.7,1673.4,512,758,15.36,11.5,0,271,1212.3,28959.0,0.0,0.19.0,,
A_Q4_5,Qwen3.5 Q4_K_M Ollama,ollama,GGUF,Q4_K_M,default,code,2,558.3,36.2,1714.2,512,758,14.88,11.5,0,271,1212.3,28959.0,0.0,0.19.0,,
A_Q4_5,Qwen3.5 Q4_K_M Ollama,ollama,GGUF,Q4_K_M,default,code,3,578.6,35.4,1572.4,512,758,15.52,11.5,0,271,1212.3,28959.0,0.0,0.19.0,,
A_Q4_6,Qwen3.5 NVFP4 Ollama,ollama,NVFP4,nvfp4,default,short,1,81.1,73.8,745.7,271,33,3.75,6.7,0,144,148.7,12193.7,0.0,0.19.0,,
A_Q4_6,Qwen3.5 NVFP4 Ollama,ollama,NVFP4,nvfp4,default,short,2,61.4,73.7,1344.6,271,33,3.74,6.7,0,144,148.7,12194.4,0.0,0.19.0,,
A_Q4_6,Qwen3.5 NVFP4 Ollama,ollama,NVFP4,nvfp4,default,short,3,63.4,73.7,1320.0,271,33,3.74,6.7,0,144,148.7,12195.1,0.0,0.19.0,,
A_Q4_6,Qwen3.5 NVFP4 Ollama,ollama,NVFP4,nvfp4,default,code,1,82.8,73.0,16052.4,512,754,7.09,6.7,0,261,906.3,12199.6,0.0,0.19.0,,
A_Q4_6,Qwen3.5 NVFP4 Ollama,ollama,NVFP4,nvfp4,default,code,2,61.2,73.3,30281.3,512,754,7.05,6.7,0,261,906.3,12199.9,0.0,0.19.0,,
A_Q4_6,Qwen3.5 NVFP4 Ollama,ollama,NVFP4,nvfp4,default,code,3,63.9,70.4,28826.2,512,754,7.33,6.7,0,261,906.3,12200.0,0.0,0.19.0,,
A_Q4_7,Qwen3.5 INT4 Ollama,ollama,INT4,int4,default,short,1,70.4,89.2,859.4,255,33,2.93,7.9,0,132,158.7,8303.1,0.0,0.19.0,,
A_Q4_7,Qwen3.5 INT4 Ollama,ollama,INT4,int4,default,short,2,57.7,88.7,1485.4,255,33,2.93,7.9,0,132,158.7,8305.4,0.0,0.19.0,,
A_Q4_7,Qwen3.5 INT4 Ollama,ollama,INT4,int4,default,short,3,54.2,90.2,1526.4,255,33,2.88,7.9,0,132,158.7,8306.6,0.0,0.19.0,,
A_Q4_7,Qwen3.5 INT4 Ollama,ollama,INT4,int4,default,code,1,82.1,89.9,18711.7,512,754,5.77,7.9,0,264,873.3,8310.6,0.0,0.19.0,,
A_Q4_7,Qwen3.5 INT4 Ollama,ollama,INT4,int4,default,code,2,56.7,90.7,34490.1,512,754,5.7,7.9,0,264,873.3,8310.8,0.0,0.19.0,,
A_Q4_7,Qwen3.5 INT4 Ollama,ollama,INT4,int4,default,code,3,51.5,90.9,35615.5,512,754,5.69,7.9,0,264,873.3,8311.3,0.0,0.19.0,,
A_Q8_2,Qwen3.5 8bit mlx-vlm,mlx-vlm,MLX,8bit,default,short,1,175.7,42.1,130.9,188,23,4.62,20.4,0,151,106090.3,1325.8,0.0,0.4.3,,
A_Q8_2,Qwen3.5 8bit mlx-vlm,mlx-vlm,MLX,8bit,default,short,2,150.1,42.3,153.3,188,23,4.57,20.4,0,151,106090.3,1325.8,0.0,0.4.3,,
A_Q8_2,Qwen3.5 8bit mlx-vlm,mlx-vlm,MLX,8bit,default,short,3,148.2,42.9,155.2,188,23,4.51,20.4,0,151,106090.3,1325.8,0.0,0.4.3,,
A_Q8_2,Qwen3.5 8bit mlx-vlm,mlx-vlm,MLX,8bit,default,code,1,660.2,32.4,1137.5,252,751,8.41,20.4,0,242,737.5,1338.5,0.0,0.4.3,,
A_Q8_2,Qwen3.5 8bit mlx-vlm,mlx-vlm,MLX,8bit,default,code,2,651.6,32.4,1152.5,252,751,8.4,20.4,0,242,737.5,1338.5,0.0,0.4.3,,
A_Q8_2,Qwen3.5 8bit mlx-vlm,mlx-vlm,MLX,8bit,default,code,3,645.9,32.4,1162.7,252,751,8.39,20.4,0,242,737.5,1338.5,0.0,0.4.3,,
B_Q4_1,Coder 4bit mlx-lm,mlx-lm,MLX,4bit,default,short,1,110.2,64.0,208.7,259,23,4.14,14.4,0,151,14599.2,3122.1,0.0,0.31.2,,
B_Q4_1,Coder 4bit mlx-lm,mlx-lm,MLX,4bit,default,short,2,102.1,63.3,225.3,259,23,4.18,14.4,0,151,14599.2,3122.1,0.0,0.31.2,,
B_Q4_1,Coder 4bit mlx-lm,mlx-lm,MLX,4bit,default,short,3,123.3,63.7,186.6,259,23,4.17,14.4,0,151,14599.2,3122.1,0.0,0.31.2,,
B_Q4_1,Coder 4bit mlx-lm,mlx-lm,MLX,4bit,default,code,1,119.8,68.0,6271.0,510,751,7.6,14.4,0,247,953.0,2985.8,0.0,0.31.2,,
B_Q4_1,Coder 4bit mlx-lm,mlx-lm,MLX,4bit,default,code,2,104.3,67.4,7199.7,510,751,7.65,14.4,0,247,953.0,2990.0,0.0,0.31.2,,
B_Q4_1,Coder 4bit mlx-lm,mlx-lm,MLX,4bit,default,code,3,120.6,67.7,6228.8,510,751,7.64,14.4,0,247,953.0,2990.0,0.0,0.31.2,,
B_Q4_2,Coder 4bit mlx-lm cache32k,mlx-lm,MLX,4bit,cache32k,short,1,113.5,64.3,202.6,259,23,4.13,16.4,0,151,7715.4,4636.6,0.0,0.31.2,,
B_Q4_2,Coder 4bit mlx-lm cache32k,mlx-lm,MLX,4bit,cache32k,short,2,95.9,64.1,239.9,259,23,4.12,16.4,0,151,7715.4,4640.4,0.0,0.31.2,,
B_Q4_2,Coder 4bit mlx-lm cache32k,mlx-lm,MLX,4bit,cache32k,short,3,107.2,64.0,214.5,259,23,4.14,16.4,0,151,7715.4,4640.4,0.0,0.31.2,,
B_Q4_2,Coder 4bit mlx-lm cache32k,mlx-lm,MLX,4bit,cache32k,code,1,115.3,68.2,6514.3,510,751,7.58,16.4,0,247,1093.8,4598.6,0.0,0.31.2,,
B_Q4_2,Coder 4bit mlx-lm cache32k,mlx-lm,MLX,4bit,cache32k,code,2,101.2,67.3,7424.0,510,751,7.67,16.4,0,247,1093.8,4599.5,0.0,0.31.2,,
B_Q4_2,Coder 4bit mlx-lm cache32k,mlx-lm,MLX,4bit,cache32k,code,3,119.6,67.6,6279.0,510,751,7.64,16.4,0,247,1093.8,4599.5,0.0,0.31.2,,
