test_id,test_name,model,backend,fmt,quant,kv_cache,prompt_type,run_num,ttft_ms,decode_tps,prefill_tps,completion_tokens,prompt_tokens,total_time_s,model_load_s,thinking_tokens,visible_tokens,cold_ttft_ms,peak_mem_mb,peak_cpu_pct,backend_version,tool_call_valid,quality_pass
N_Q4_3,Gemma4-E2B Ollama Q4_K_M,Gemma4-E2B,ollama,GGUF,Q4_K_M,default,short,3,172.8,99.7,2853.3,512,36,5.49,3.2,445,0,218.5,8569.0,0.0,0.23.1,,
N_Q4_3,Gemma4-E2B Ollama Q4_K_M,Gemma4-E2B,ollama,GGUF,Q4_K_M,default,code,1,184.4,94.4,78441.3,512,855,5.79,3.2,365,248,537.3,8576.9,0.0,0.23.1,,
N_Q4_3,Gemma4-E2B Ollama Q4_K_M,Gemma4-E2B,ollama,GGUF,Q4_K_M,default,code,2,179.6,93.9,56608.9,512,855,5.81,3.2,365,248,537.3,8577.0,0.0,0.23.1,,
N_Q4_3,Gemma4-E2B Ollama Q4_K_M,Gemma4-E2B,ollama,GGUF,Q4_K_M,default,code,3,182.9,93.1,49435.7,512,855,5.86,3.2,365,248,537.3,8577.0,0.0,0.23.1,,
N_CTX_1,Gemma4-E2B mlx-vlm 4bit,Gemma4-E2B,mlx-vlm,MLX,4bit,default,context-32k,1,9587.3,40.2,3405.0,247,32645,15.71,4.2,0,245,9888.9,4204.0,0.0,0.4.4,,
N_CTX_1,Gemma4-E2B mlx-vlm 4bit,Gemma4-E2B,mlx-vlm,MLX,4bit,default,context-32k,2,9657.0,39.6,3380.5,247,32645,15.87,4.2,0,245,9888.9,4204.0,0.0,0.4.4,,
N_CTX_1,Gemma4-E2B mlx-vlm 4bit,Gemma4-E2B,mlx-vlm,MLX,4bit,default,context-32k,3,9821.2,39.6,3323.9,247,32645,16.03,4.2,0,245,9888.9,4204.0,0.0,0.4.4,,
N_CTX_1,Gemma4-E2B mlx-vlm 4bit,Gemma4-E2B,mlx-vlm,MLX,4bit,default,context-64k,1,26349.1,30.5,2491.7,251,65654,34.54,4.2,0,255,26206.6,4215.3,0.0,0.4.4,,
N_CTX_1,Gemma4-E2B mlx-vlm 4bit,Gemma4-E2B,mlx-vlm,MLX,4bit,default,context-64k,2,26181.9,31.1,2507.6,251,65654,34.22,4.2,0,255,26206.6,4215.7,0.0,0.4.4,,
N_CTX_1,Gemma4-E2B mlx-vlm 4bit,Gemma4-E2B,mlx-vlm,MLX,4bit,default,context-64k,3,27312.7,33.3,2403.8,251,65654,34.81,4.2,0,255,26206.6,4221.6,0.0,0.4.4,,
N_CTX_1,Gemma4-E2B mlx-vlm 4bit,Gemma4-E2B,mlx-vlm,MLX,4bit,default,context-128k,1,73818.7,24.8,1777.0,260,131176,84.26,4.2,0,262,75236.9,4266.1,0.0,0.4.4,,
N_CTX_1,Gemma4-E2B mlx-vlm 4bit,Gemma4-E2B,mlx-vlm,MLX,4bit,default,context-128k,2,69974.5,24.6,1874.6,260,131176,80.5,4.2,0,262,75236.9,4266.2,0.0,0.4.4,,
N_CTX_1,Gemma4-E2B mlx-vlm 4bit,Gemma4-E2B,mlx-vlm,MLX,4bit,default,context-128k,3,72021.2,25.1,1821.4,260,131176,82.33,4.2,0,262,75236.9,4266.2,0.0,0.4.4,,
N_OLL_CTX_1,Gemma4-E2B Ollama Q4_K_M,Gemma4-E2B,ollama,GGUF,Q4_K_M,default,context-32k,1,357.5,58.8,1576311.0,512,35631,9.23,2.9,520,0,35583.9,8646.0,0.0,0.23.1,,
N_OLL_CTX_1,Gemma4-E2B Ollama Q4_K_M,Gemma4-E2B,ollama,GGUF,Q4_K_M,default,context-32k,2,345.1,58.8,1226390.9,512,35631,9.21,2.9,520,0,35583.9,8646.3,0.0,0.23.1,,
N_OLL_CTX_1,Gemma4-E2B Ollama Q4_K_M,Gemma4-E2B,ollama,GGUF,Q4_K_M,default,context-32k,3,364.3,59.1,2076252.3,512,35631,9.19,2.9,520,0,35583.9,8646.3,0.0,0.23.1,,
N_OLL_CTX_1,Gemma4-E2B Ollama Q4_K_M,Gemma4-E2B,ollama,GGUF,Q4_K_M,default,context-64k,1,593.9,40.1,2116935.4,512,72275,13.54,2.9,456,0,73099.9,8777.9,0.0,0.23.1,,
N_OLL_CTX_1,Gemma4-E2B Ollama Q4_K_M,Gemma4-E2B,ollama,GGUF,Q4_K_M,default,context-64k,2,574.0,40.4,2433068.2,512,72275,13.41,2.9,456,0,73099.9,8778.0,0.0,0.23.1,,
N_OLL_CTX_1,Gemma4-E2B Ollama Q4_K_M,Gemma4-E2B,ollama,GGUF,Q4_K_M,default,context-64k,3,622.5,40.3,2898938.2,512,72275,13.49,2.9,456,0,73099.9,8778.0,0.0,0.23.1,,
N_OLL_CTX_1,Gemma4-E2B Ollama Q4_K_M,Gemma4-E2B,ollama,GGUF,Q4_K_M,default,context-128k,1,287990.1,42.8,456.6,512,131072,300.18,2.9,0,236,310253.7,9894.6,0.0,0.23.1,,
N_OLL_CTX_1,Gemma4-E2B Ollama Q4_K_M,Gemma4-E2B,ollama,GGUF,Q4_K_M,default,context-128k,2,282730.6,42.9,465.3,512,131072,294.88,2.9,0,236,310253.7,9898.6,0.0,0.23.1,,
N_OLL_CTX_1,Gemma4-E2B Ollama Q4_K_M,Gemma4-E2B,ollama,GGUF,Q4_K_M,default,context-128k,3,265458.9,42.9,495.6,512,131072,277.61,2.9,0,236,310253.7,9898.7,0.0,0.23.1,,
