test_id,test_name,backend,fmt,quant,kv_cache,prompt_type,run_num,ttft_ms,decode_tps,prefill_tps,completion_tokens,prompt_tokens,total_time_s,model_load_s,thinking_tokens,visible_tokens,cold_ttft_ms,peak_mem_mb,peak_cpu_pct,backend_version,tool_call_valid,quality_pass
A_Q4_2,Qwen3.5 4bit mlx-vlm,mlx-vlm,MLX,4bit,default,code,2,629.3,46.4,1193.4,283,751,6.7,16.3,0,269,628.7,1540.0,0.0,0.4.3,,
A_Q4_2,Qwen3.5 4bit mlx-vlm,mlx-vlm,MLX,4bit,default,code,3,627.3,45.7,1197.1,283,751,6.79,16.3,0,269,628.7,1540.0,0.0,0.4.3,,
A_Q4_3,Qwen3.5 4bit mlx-vlm kv4,mlx-vlm,MLX,4bit,kv4,short,1,117.2,55.7,196.2,183,23,3.38,14.2,0,148,1607.6,8476.5,0.0,0.4.3,,
A_Q4_3,Qwen3.5 4bit mlx-vlm kv4,mlx-vlm,MLX,4bit,kv4,short,2,117.6,55.5,195.7,183,23,3.4,14.2,0,148,1607.6,8476.6,0.0,0.4.3,,
A_Q4_3,Qwen3.5 4bit mlx-vlm kv4,mlx-vlm,MLX,4bit,kv4,short,3,121.7,55.2,189.0,183,23,3.42,14.2,0,148,1607.6,8476.6,0.0,0.4.3,,
A_Q4_3,Qwen3.5 4bit mlx-vlm kv4,mlx-vlm,MLX,4bit,kv4,code,1,629.3,46.5,1193.3,283,751,6.69,14.2,0,269,632.5,8477.4,0.0,0.4.3,,
A_Q4_3,Qwen3.5 4bit mlx-vlm kv4,mlx-vlm,MLX,4bit,kv4,code,2,2462.7,46.7,305.0,283,751,8.5,14.2,0,269,632.5,8477.4,0.0,0.4.3,,
A_Q4_3,Qwen3.5 4bit mlx-vlm kv4,mlx-vlm,MLX,4bit,kv4,code,3,642.3,45.6,1169.2,283,751,6.83,14.2,0,269,632.5,8477.4,0.0,0.4.3,,
A_Q4_4,Qwen3.5 4bit mlx-vlm kv2,mlx-vlm,MLX,4bit,kv2,short,1,118.6,55.4,194.0,183,23,3.41,14.2,0,148,1965.9,4662.0,0.0,0.4.3,,
A_Q4_4,Qwen3.5 4bit mlx-vlm kv2,mlx-vlm,MLX,4bit,kv2,short,2,117.0,55.4,196.6,183,23,3.4,14.2,0,148,1965.9,4662.0,0.0,0.4.3,,
A_Q4_4,Qwen3.5 4bit mlx-vlm kv2,mlx-vlm,MLX,4bit,kv2,short,3,117.7,55.3,195.5,183,23,3.41,14.2,0,148,1965.9,4662.1,0.0,0.4.3,,
A_Q4_4,Qwen3.5 4bit mlx-vlm kv2,mlx-vlm,MLX,4bit,kv2,code,1,629.5,46.1,1193.1,283,751,6.74,14.2,0,269,632.3,4662.8,0.0,0.4.3,,
A_Q4_4,Qwen3.5 4bit mlx-vlm kv2,mlx-vlm,MLX,4bit,kv2,code,2,2694.6,46.4,278.7,283,751,8.77,14.2,0,269,632.3,4662.8,0.0,0.4.3,,
A_Q4_4,Qwen3.5 4bit mlx-vlm kv2,mlx-vlm,MLX,4bit,kv2,code,3,631.6,46.4,1189.1,283,751,6.71,14.2,0,269,632.3,4662.8,0.0,0.4.3,,
A_Q4_5,Qwen3.5 Q4_K_M Ollama,ollama,GGUF,Q4_K_M,default,short,1,380.5,36.8,191.1,387,32,11.35,11.5,0,206,373.9,29611.3,0.0,0.19.0,,
A_Q4_5,Qwen3.5 Q4_K_M Ollama,ollama,GGUF,Q4_K_M,default,short,2,307.8,36.4,207.0,387,32,12.52,11.5,0,206,373.9,29611.3,0.0,0.19.0,,
A_Q4_5,Qwen3.5 Q4_K_M Ollama,ollama,GGUF,Q4_K_M,default,short,3,293.7,35.3,187.4,387,32,11.4,11.5,0,206,373.9,29611.3,0.0,0.19.0,,
A_Q4_5,Qwen3.5 Q4_K_M Ollama,ollama,GGUF,Q4_K_M,default,code,1,596.5,33.3,1544.9,512,758,16.19,11.5,0,271,1501.9,27656.8,0.0,0.19.0,,
A_Q4_5,Qwen3.5 Q4_K_M Ollama,ollama,GGUF,Q4_K_M,default,code,2,718.5,33.4,1239.7,512,758,16.23,11.5,0,271,1501.9,27660.5,0.0,0.19.0,,
A_Q4_5,Qwen3.5 Q4_K_M Ollama,ollama,GGUF,Q4_K_M,default,code,3,775.7,33.2,1125.8,512,758,18.25,11.5,0,271,1501.9,27660.6,0.0,0.19.0,,
A_Q4_6,Qwen3.5 NVFP4 Ollama,ollama,NVFP4,nvfp4,default,short,1,86.2,70.1,708.7,271,33,3.95,9.0,0,144,154.4,3761.4,0.0,0.19.0,,
A_Q4_6,Qwen3.5 NVFP4 Ollama,ollama,NVFP4,nvfp4,default,short,2,62.5,69.7,1306.1,271,33,3.95,9.0,0,144,154.4,3762.7,0.0,0.19.0,,
A_Q4_6,Qwen3.5 NVFP4 Ollama,ollama,NVFP4,nvfp4,default,short,3,64.2,71.0,1292.4,271,33,3.88,9.0,0,144,154.4,3762.9,0.0,0.19.0,,
A_Q4_6,Qwen3.5 NVFP4 Ollama,ollama,NVFP4,nvfp4,default,code,1,88.6,71.2,16695.6,512,754,7.28,9.0,0,261,857.0,3766.7,0.0,0.19.0,,
A_Q4_6,Qwen3.5 NVFP4 Ollama,ollama,NVFP4,nvfp4,default,code,2,88.3,73.1,27666.8,512,754,7.09,9.0,0,261,857.0,3767.1,0.0,0.19.0,,
A_Q4_6,Qwen3.5 NVFP4 Ollama,ollama,NVFP4,nvfp4,default,code,3,64.8,73.8,29403.1,512,754,7.01,9.0,0,261,857.0,3767.3,0.0,0.19.0,,
A_Q4_7,Qwen3.5 INT4 Ollama,ollama,INT4,int4,default,short,1,74.0,91.9,861.6,255,33,2.85,13.5,0,132,170.6,175.2,0.0,0.19.0,,
A_Q4_7,Qwen3.5 INT4 Ollama,ollama,INT4,int4,default,short,2,60.9,90.7,1390.3,255,33,2.87,13.5,0,132,170.6,176.5,0.0,0.19.0,,
A_Q4_7,Qwen3.5 INT4 Ollama,ollama,INT4,int4,default,short,3,55.9,94.5,1590.7,255,33,2.75,13.5,0,132,170.6,177.0,0.0,0.19.0,,
A_Q4_7,Qwen3.5 INT4 Ollama,ollama,INT4,int4,default,code,1,77.8,92.8,18268.8,512,754,5.59,13.5,0,264,2305.9,177.8,0.0,0.19.0,,
A_Q4_7,Qwen3.5 INT4 Ollama,ollama,INT4,int4,default,code,2,55.6,92.7,34230.7,512,754,5.58,13.5,0,264,2305.9,178.8,0.0,0.19.0,,
A_Q4_7,Qwen3.5 INT4 Ollama,ollama,INT4,int4,default,code,3,59.5,93.3,32046.9,512,754,5.55,13.5,0,264,2305.9,180.1,0.0,0.19.0,,
A_Q4_9,Qwen3.5 Q4_K_M Docker MR,docker-model-runner,GGUF,Q4_K_M,default,short,1,165.8,52.7,138.7,381,23,7.38,7.2,0,193,151.6,0,0,,,
A_Q4_9,Qwen3.5 Q4_K_M Docker MR,docker-model-runner,GGUF,Q4_K_M,default,short,2,182.9,53.5,125.7,381,23,7.28,7.2,0,193,151.6,0,0,,,
A_Q4_9,Qwen3.5 Q4_K_M Docker MR,docker-model-runner,GGUF,Q4_K_M,default,short,3,157.4,51.6,146.1,381,23,7.52,7.2,0,193,151.6,0,0,,,
A_Q4_9,Qwen3.5 Q4_K_M Docker MR,docker-model-runner,GGUF,Q4_K_M,default,code,1,51.5,53.8,14575.5,512,751,9.54,7.2,0,269,901.1,0,0,,,
A_Q4_9,Qwen3.5 Q4_K_M Docker MR,docker-model-runner,GGUF,Q4_K_M,default,code,2,49.0,54.4,15319.2,512,751,9.44,7.2,0,269,901.1,0,0,,,
A_Q4_9,Qwen3.5 Q4_K_M Docker MR,docker-model-runner,GGUF,Q4_K_M,default,code,3,61.1,53.9,12300.0,512,751,9.55,7.2,0,269,901.1,0,0,,,
A_Q8_2,Qwen3.5 8bit mlx-vlm,mlx-vlm,MLX,8bit,default,short,1,575.5,41.9,40.0,188,23,5.04,23.8,0,151,73242.4,344.5,0.0,0.4.3,,
A_Q8_2,Qwen3.5 8bit mlx-vlm,mlx-vlm,MLX,8bit,default,short,2,147.3,42.2,156.1,188,23,4.58,23.8,0,151,73242.4,344.5,0.0,0.4.3,,
A_Q8_2,Qwen3.5 8bit mlx-vlm,mlx-vlm,MLX,8bit,default,short,3,218.3,42.1,105.4,188,23,4.66,23.8,0,151,73242.4,344.5,0.0,0.4.3,,
A_Q8_2,Qwen3.5 8bit mlx-vlm,mlx-vlm,MLX,8bit,default,code,1,1007.8,31.4,745.2,252,751,8.99,23.8,0,242,742.3,356.3,0.0,0.4.3,,
A_Q8_2,Qwen3.5 8bit mlx-vlm,mlx-vlm,MLX,8bit,default,code,2,658.9,31.4,1139.8,252,751,8.66,23.8,0,242,742.3,356.8,0.0,0.4.3,,
A_Q8_2,Qwen3.5 8bit mlx-vlm,mlx-vlm,MLX,8bit,default,code,3,642.1,31.2,1169.7,252,751,8.69,23.8,0,242,742.3,356.9,0.0,0.4.3,,
A_CTX_1,Qwen3.5 4bit mlx-lm ctx,mlx-lm,MLX,4bit,default,context-32k,1,318.4,73.5,102519.4,506,32645,7.19,9.5,0,268,30704.1,4377.5,0.0,0.31.2,,
A_CTX_1,Qwen3.5 4bit mlx-lm ctx,mlx-lm,MLX,4bit,default,context-32k,2,286.2,74.1,114059.2,506,32645,7.1,9.5,0,268,30704.1,4385.0,0.0,0.31.2,,
A_CTX_1,Qwen3.5 4bit mlx-lm ctx,mlx-lm,MLX,4bit,default,context-32k,3,285.6,74.2,114300.7,506,32645,7.1,9.5,0,268,30704.1,4385.3,0.0,0.31.2,,
A_CTX_1,Qwen3.5 4bit mlx-lm ctx,mlx-lm,MLX,4bit,default,context-64k,1,402.9,59.7,162958.7,506,65654,8.86,9.5,0,250,75007.5,4304.9,0.0,0.31.2,,
A_CTX_1,Qwen3.5 4bit mlx-lm ctx,mlx-lm,MLX,4bit,default,context-64k,2,386.3,59.9,169968.2,506,65654,8.82,9.5,0,250,75007.5,4313.2,0.0,0.31.2,,
A_CTX_1,Qwen3.5 4bit mlx-lm ctx,mlx-lm,MLX,4bit,default,context-64k,3,399.5,59.6,164333.6,506,65654,8.87,9.5,0,250,75007.5,4315.8,0.0,0.31.2,,
A_CTX_1,Qwen3.5 4bit mlx-lm ctx,mlx-lm,MLX,4bit,default,context-128k,1,703.6,41.8,186442.1,510,131176,12.87,9.5,0,260,242760.3,4230.7,0.0,0.31.2,,
A_CTX_1,Qwen3.5 4bit mlx-lm ctx,mlx-lm,MLX,4bit,default,context-128k,2,567.2,44.2,231286.7,510,131176,12.08,9.5,0,260,242760.3,4233.9,0.0,0.31.2,,
A_CTX_1,Qwen3.5 4bit mlx-lm ctx,mlx-lm,MLX,4bit,default,context-128k,3,567.2,41.3,231255.6,510,131176,12.9,9.5,0,260,242760.3,4247.2,0.0,0.31.2,,
A_CTX_2,Qwen3.5 4bit mlx-vlm kv4 ctx,mlx-vlm,MLX,4bit,kv4,context-32k,1,27855.1,37.9,1172.0,321,32645,36.3,10.8,0,297,30007.8,16789.6,0.0,0.4.3,,
A_CTX_2,Qwen3.5 4bit mlx-vlm kv4 ctx,mlx-vlm,MLX,4bit,kv4,context-32k,2,27840.4,38.2,1172.6,321,32645,36.22,10.8,0,297,30007.8,16789.7,0.0,0.4.3,,
A_CTX_2,Qwen3.5 4bit mlx-vlm kv4 ctx,mlx-vlm,MLX,4bit,kv4,context-32k,3,27935.2,38.5,1168.6,321,32645,36.25,10.8,0,297,30007.8,16799.8,0.0,0.4.3,,
A_CTX_2,Qwen3.5 4bit mlx-vlm kv4 ctx,mlx-vlm,MLX,4bit,kv4,context-64k,1,75878.3,26.6,865.3,278,65654,86.31,10.8,0,246,75458.5,16832.8,0.0,0.4.3,,
A_CTX_2,Qwen3.5 4bit mlx-vlm kv4 ctx,mlx-vlm,MLX,4bit,kv4,context-64k,2,75639.4,26.8,868.0,278,65654,85.99,10.8,0,246,75458.5,16832.8,0.0,0.4.3,,
A_CTX_2,Qwen3.5 4bit mlx-vlm kv4 ctx,mlx-vlm,MLX,4bit,kv4,context-64k,3,75531.9,26.8,869.2,278,65654,85.88,10.8,0,246,75458.5,16832.8,0.0,0.4.3,,
A_CTX_2,Qwen3.5 4bit mlx-vlm kv4 ctx,mlx-vlm,MLX,4bit,kv4,context-128k,1,236706.9,18.3,554.2,278,131176,251.81,10.8,0,245,235867.4,16918.5,0.0,0.4.3,,
A_CTX_2,Qwen3.5 4bit mlx-vlm kv4 ctx,mlx-vlm,MLX,4bit,kv4,context-128k,2,238274.1,18.3,550.5,278,131176,253.38,10.8,0,245,235867.4,16918.5,0.0,0.4.3,,
A_CTX_2,Qwen3.5 4bit mlx-vlm kv4 ctx,mlx-vlm,MLX,4bit,kv4,context-128k,3,239740.6,18.2,547.2,278,131176,254.92,10.8,0,245,235867.4,16918.5,0.0,0.4.3,,
